REPORTING.YEAR,FACILITY.NAME,FACILITY.CITY,FACILITY.COUNTY,FACILITY.STATE,FACILITY.ZIP.CODE,PRIMARY.NAICS.CODE,LATITUDE,LONGITUDE,PARENT.COMPANY.NAME,CHEMICAL.NAME,TOTAL.AIR.EMISSIONS,TOTAL.UNDERGROUND.INJECTION,TOTAL.ON.SITE.LAND.RELEASES,TOTAL.TRANSFERRED.OFF.SITE.TO.DISPOSAL,TOTAL.SURFACE.WATER.DISCHARGE,TRANSFERS.TO.POTWS..METALS.AND.METAL.COMPOUNDS.,Chemical,CERCLA.Chemicals,HAPs,Metals.and.Metal.Compounds,PBT.Chemicals,Priority.Chemicals,OSHA.Chemicals,Other.Health.Effects,Body.Weight,Cardiovascular,Dermal,Developmental,Endocrine,Gastrointestinal,Hematological,Hepatic,Immunological,Metabolic,Musculoskeletal,Neurological,Ocular,Other.Systemic,Renal,Reproductive,Respiratory,Human.health.effects.information.not.identified,Acute,Intermediate,Chronic
2008,CLUB KIT INC,SAINT PETERSBURG,PINELLAS,FL,33714,325991,27.811371,-82.675664,FIBERGLASS COATINGS INC,DIISOCYANATES,1,NA,NA,0,0,0,DIISOCYANATES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2014,FBC CHEMICAL CORP,MARS,BUTLER,PA,16046,424690,40.691328,-80.000626,FBC CHEMICAL CORP,ETHYLENE GLYCOL,1,NA,NA,0,0,0,ETHYLENE GLYCOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES
2013,BAKER PETROLITE LLC,BARNSDALL,OSAGE,OK,74002,325110,36.550556,-96.156194,BAKER HUGHES INC,ETHYLENE,10944,0,0,0,0,0,ETHYLENE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2014,TUSCOLA GENERATING FACILITY,TUSCOLA,DOUGLAS,IL,61953,221122,39.794732,-88.347241,DTE ENERGY CO,HYDROGEN FLUORIDE,27980,0,0,0,0,0,HYDROGEN FLUORIDE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES
2010,SOUTH CAROLINA ELECTRIC & GAS CO COPE STATION,COPE,ORANGEBURG,SC,29038,221112,33.36512,-81.031158,SCANA,MERCURY COMPOUNDS,37933,0,146.7,0,0,0,MERCURY COMPOUNDS,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES
2005,UNICIRCUIT ROSEVILLE,ROSEVILLE,RAMSEY,MN,55113,334412,45.01335,-93.205435,UNICIRCUIT INC,LEAD,5482,0,0,0,0,2.8,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2013,SIERRA BULLETS LLC,SEDALIA,PETTIS,MO,65301,332992,38.716861,-93.240694,BHH MANAGEMENT,TETRACHLOROETHYLENE,22348,0,0,0,0,0,TETRACHLOROETHYLENE,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,YES
2009,US ARMY BLUE GRASS ARMY DEPOT,RICHMOND,MADISON,KY,404755060,928110,37.6795,-84.25651,US DEPARTMENT OF DEFENSE,MIXTURE,53253,0,0,0,0,0,MIXTURE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2014,TDY INDUSTRIES INC DBA WAH CH ANG,ALBANY,LINN,OR,973211013,331410,44.66,-123.0633,ALLEGHENY TECHNOLOGIES INC,LEAD COMPOUNDS,5482,0,0,277.44,0,24.01,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2009,X-MARK/BELDEN,WASHINGTON,WASHINGTON,PA,15301,332322,40.20284,-80.26223,BELDEN INC,MANGANESE,5482,0,0,5,0,0,MANGANESE,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2013,ROSS INCINERATION SERVICES INC,GRAFTON,LORAIN,OH,44044,562211,41.324167,-82.034722,RI TECHNOLOGIES INC.,BENZOYL PEROXIDE,24340,0,0,0.06,0,0,BENZOYL PEROXIDE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2013,LAFARGE BUILDING MATERIALS INC,RAVENA,ALBANY,NY,12143,327310,42.49756,-73.813652,LAFARGE N.A. INC,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),28988,0,0,0,0,0,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2007,AZZ GALVANIZING SERVICES-BEAUMONT,BEAUMONT,JEFFERSON,TX,77705,332812,29.99433,-94.197864,AZZ INC,ZINC COMPOUNDS,63056,0,0,130170,111,0,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2003,SHERWIN-WILLIAMS CO,MORROW,CLAYTON,GA,30260,325510,33.57132,-84.34265,THE SHERWIN-WILLIAMS CO,CERTAIN GLYCOL ETHERS,8018,0,0,0,0,0,CERTAIN GLYCOL ETHERS,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2005,DAP PRODUCTS INC,SPARROWS POINT,BALTIMORE,MD,212191092,325520,39.24907,-76.458388,RPM INTERNATIONAL INC,ETHYLENE GLYCOL,4992,0,0,775.06,0,0,ETHYLENE GLYCOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES
2003,HALLMARK CIRCUITS INC,POWAY,SAN DIEGO,CA,92064,334412,32.94063,-117.03907,,COPPER COMPOUNDS,47367,0,0,0,0,20,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2003,GAINESVILLE REGIONAL UTILITIES DEERHAVEN GENERATING STATION,GAINESVILLE,ALACHUA,FL,326536253,221112,29.7586,-82.3883,CITY OF GAINESVILLE,VANADIUM COMPOUNDS,43907,0,3.2,396,21,0.26,VANADIUM COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
2014,UNITED MATERIALS LANCASTER PLANT,LANCASTER,ERIE,NY,14086,327320,42.931948,-78.622846,UNITED MATERIALS LLC,LEAD COMPOUNDS,61955,0,0,0,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2003,FLORIDA POWER & LIGHT CO TURKEY POINT POWER PLANT,HOMESTEAD,MIAMI-DADE,FL,33035,221112,25.435833,-80.331111,NEXTERA ENERGY INC,POLYCYCLIC AROMATIC COMPOUNDS,24357,0,0,0,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2009,CARVILLE NATIONAL LEATHER,JOHNSTOWN,FULTON,NY,12095,316110,42.99997,-74.38037,,MIXTURE,17047,0,0,0,0,0,MIXTURE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2012,ENVIROFOCUS TECHNOLOGIES,TAMPA,HILLSBOROUGH,FL,33619,331492,27.962561,-82.381844,,DIOXIN AND DIOXIN-LIKE COMPOUNDS,12.91666667,0,0,0,0,0,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES
2012,NEXEO SOLUTIONS LLC,MOBILE,MOBILE,AL,36607,424690,30.71166,-88.1155,NEXEO SOLUTIONS HOLDINGS LLC,METHANOL,11317,0,0,43136,0,0,METHANOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES
2005,FORMTECH INDUSTRIES INC DETROIT PLANT,DETROIT,WAYNE,MI,48223,332111,42.38068,-83.22773,FORMTECH INDUSTRIES LLC,ZINC COMPOUNDS,24453,0,0,12069,0,15,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2010,BASF CORP - BEAUMONT,BEAUMONT,JEFFERSON,TX,77705,325320,29.971389,-94.053333,BASF CORP,CHLOROMETHANE,47694,0,0,7100,0,0,CHLOROMETHANE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES
2008,TRI-STATE MARBLE INC/2002 FO RD,SPRINGDALE,WASHINGTON,AR,72764,326191,36.17753,-94.10862,,STYRENE,30682,0,0,0,0,0,STYRENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES
2005,CARBOLINE CO,LAKE CHARLES,CALCASIEU,LA,70601,325510,30.24153,-93.20806,RPM INDUSRRIAL HOLDING CO,ETHYLBENZENE,57080,0,0,0,0,0,ETHYLBENZENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES
2006,CLARION TECHNOLOGIES INC,AMES,STORY,IA,50010,326199,41.99385,-93.62966,,ANTIMONY COMPOUNDS,5482,0,0,250,0,0,ANTIMONY COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES
2011,NALCO COMPANY-SCOTT,SCOTT,LAFAYETTE,LA,70583,325199,30.254137,-92.056207,ECOLAB INC,ETHYLENE GLYCOL,33920,0,0,1265,0,0,ETHYLENE GLYCOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES
2004,JOHNSON CONTROLS INC-SAN ANTONIO,SAN ANTONIO,BEXAR,TX,78220,333415,29.422374,-98.378106,JOHNSON CONTROLS INC,CHLORODIFLUOROMETHANE,47694,0,750,0,0,0,CHLORODIFLUOROMETHANE,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES
2013,HONEYWELL AEROSPACE SOUTH BEND,SOUTH BEND,ST JOSEPH,IN,46628,336413,41.6846,-86.299087,HONEYWELL INTERNATIONAL INC,CHROMIUM,9702,0,0,20,0,1,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2009,VIRGIN ISLANDS WATER & POWER AUTHORITY,CHRISTIANSTED,ST CROIX,VI,821,221112,17.75025,-64.714031,VIRGIN ISLANDS WATER & POWER AUTHORITY,LEAD COMPOUNDS,15229,0,0,0,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2009,PLUMMER FOREST PRODUCTS PARTICLEBOARD PLANT,POST FALLS,KOOTENAI,ID,83854,321219,47.708266,-116.911411,PLUMMER FOREST PRODUCTS INC,DIISOCYANATES,5482,0,0,0,0,0,DIISOCYANATES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2013,FEDERAL CORRECTIONAL INSTITUTION-BERLI,BERLIN,COOS,NH,3570,922140,44.520886,-71.1378,,LEAD,2305,0,282.92,0,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2008,DUKE ENERGY CAROLINAS LLC - BELEWS CREEK STEAM STATION,WALNUT COVE,STOKES,NC,27052,221112,36.281338,-80.059438,DUKE ENERGY CORP,MERCURY COMPOUNDS,23542,0,130.4,10,76.7,0,MERCURY COMPOUNDS,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES
2011,BRENNTAG NORTHEAST INC,READING,BERKS,PA,19605,424690,40.41848,-75.93492,BRENNTAG N.A. INC,METHYL TERT-BUTYL ETHER,1,NA,NA,0,0,0,METHYL TERT-BUTYL ETHER,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES
2005,AES WESTOVER,JOHNSON CITY,BROOME,NY,137901839,221112,42.111399,-75.974121,AES CORP,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),54993,0,0,0,0,0,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2008,DOW CHEMICAL CO FREEPORT FACILITY,FREEPORT,BRAZORIA,TX,775413257,325181,28.983139,-95.395556,THE DOW CHEMICAL CO,ACETOPHENONE,21459,0,10,0,6,0,ACETOPHENONE,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES
2013,BELL HELICOPTER PLANT 1,FORT WORTH,TARRANT,TX,76118,336411,32.808756,-97.160944,TEXTRON INC,NICKEL,1,NA,NA,0,0,0,NICKEL,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
2006,STEPAN CO MAYWOOD,MAYWOOD,BERGEN,NJ,7607,325199,40.89623,-74.06827,STEPAN CO,PHTHALIC ANHYDRIDE,1,NA,NA,0,0,0,PHTHALIC ANHYDRIDE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,YES
2012,CHEROKEE NITROGEN LLC,CHEROKEE,COLBERT,AL,35616,325311,34.79798,-87.939734,LSB INDUSTRIES INC,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),47694,0,0,0,0,0,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES
2003,COLONIE WOOD TREATING,ALBANY,ALBANY,NY,12205,321114,42.69852,-73.82264,,COPPER COMPOUNDS,1,NA,NA,0,0,0,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2013,SPRING RMC,SPRING,HARRIS,TX,77373,327320,30.08278,-95.42636,LEHIGH HANSON,MERCURY,1071,0,0,0,0,0,MERCURY,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES
2008,DONALDSON CO INC,AUBURN,LEE,AL,36830,333111,32.55239,-85.51808,DONALDSON CO INC,CHROMIUM,47367,0,0,130,0,0,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2010,PROCHEMCO INC,LAKE STATION,LAKE,IN,46405,324191,41.57593,-87.23916,,CERTAIN GLYCOL ETHERS,1,NA,NA,0,0,0,CERTAIN GLYCOL ETHERS,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2011,HOOVER TREATED WOOD PRODUCTS INC,THOMSON,MCDUFFIE,GA,30824,321999,33.449095,-82.53241,HOOVER WOOD PRODUCTS HOLDING INC,COPPER COMPOUNDS,5482,0,0,1330,8,0,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2003,SUNOCO PARTNERS MARKETING & TERMINALS L.P. COLUMBUS TERMINAL,COLUMBUS,FRANKLIN,OH,43204,424710,39.95401,-83.09392,SUNOCO PARTNERS MARKETING & TERMINALS LP,ETHYLBENZENE,38610,0,0,51.76,1,0,ETHYLBENZENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES
2009,BAE SYSTEMS PLATFORMS & SERVICES LP,ANNISTON,CALHOUN,AL,36201,332111,33.65696,-85.857418,BAE SYSTEMS INC,MANGANESE,5482,0,0,0,0,0,MANGANESE,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2005,BRADKEN ENERGY,TACOMA,PIERCE,WA,98409,331513,47.2324,-122.45874,BRADKEN INC,NICKEL,30440,0,0,9845,0,0,NICKEL,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
2010,SPECIATY CONSTRUCTION BRANDS FOSTER PRODUCTS,HOUSTON,HARRIS,TX,77011,325520,29.75166,-95.310432,HB FULLER CO,N-HEXANE,26556,0,0,0,0,0,N-HEXANE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2006,STEELSCAPE,KALAMA,COWLITZ,WA,98625,332812,46.0429,-122.8697,BLUESCOPE STEEL N.A. INC,LEAD COMPOUNDS,2020,0,0,0,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2014,REICHHOLD LLC 2,JACKSONVILLE,DUVAL,FL,32254,325211,30.326654,-81.745937,REICHHOLD LLC 2,ETHYLENE GLYCOL,36008,0,0,0,0,0,ETHYLENE GLYCOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES
2012,FISHER SCIENTIFIC CO LL C,FAIR LAWN,BERGEN,NJ,7410,325199,40.9375,-74.13193,FISHER SCIENTIFIC CO LLC,ACETONITRILE,6893,0,0,5.2,0,0,ACETONITRILE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES
2005,GULF OIL LP LINDEN TERMINAL,LINDEN,UNION,NJ,7036,424710,40.603048,-74.237229,GULF OIL LP,TERT-BUTYL ALCOHOL,32800,0,0,0,26,0,TERT-BUTYL ALCOHOL,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2010,CLEAN HARBORS EL DORADO LLC,EL DORADO,UNION,AR,71730,562211,33.20586,-92.63103,CLEAN HARBORS INC,CYANIDE COMPOUNDS,5973,0,0,10.174,0,0,CYANIDE COMPOUNDS,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
2006,SPECTRUM BRANDS,WINTER HAVEN,POLK,FL,33880,325314,28.001713,-81.733004,SPECTRUM BRANDS,ATRAZINE,1,NA,NA,0,0,0,ATRAZINE,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES
2007,MAHLE ENGINE COMPONENTS,MANCHESTER,ST LOUIS,MO,63011,336311,38.593929,-90.49836,MAHLE INDUSTRIES INC,TRICHLOROETHYLENE,14043,0,0,0,0,0,TRICHLOROETHYLENE,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES
2012,CAMBRO MANUFACTURING CO SKYLAB RD FACILITY,HUNTINGTON BEACH,ORANGE,CA,92647,326199,33.74963,-118.02767,CAMBRO MANUFACTURING CO,DIISOCYANATES,1511,0,0,0,0,0,DIISOCYANATES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2005,HOSHIZAKI AMERICA INC,PEACHTREE CITY,FAYETTE,GA,30269,333415,33.375267,-84.571733,HOSHIZAKI USA HOLDINGS INC,CHROMIUM,5482,0,0,0,0,2.2,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2003,CW OHIO INC,CONNEAUT,ASHTABULA,OH,44030,326199,41.94083,-80.58814,,STYRENE,44720,0,0,0,0,0,STYRENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES
2004,CELANESE LTD BAY CITY PLANT,BAY CITY,MATAGORDA,TX,77414,325199,28.862,-96.00571,CELANESE CORP,PROPIONALDEHYDE,36008,0,0,0,0,0,PROPIONALDEHYDE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2007,BLUFFTON MOTOR WORKS LLC,BLUFFTON,WELLS,IN,467143737,335312,40.7282,-85.1675,CAPITAL WORKS LLC,COPPER,23973,0,0,0,0,0,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2006,DANSKAMMER ENERGY LLC,NEWBURGH,ORANGE,NY,12550,221112,41.573016,-73.964597,DANSKAMMER ENERGY LLC,ZINC COMPOUNDS,34970,0,9439,0,0,0,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2010,ARCELORMITTAL CLEVELAND LLC DBA ARCELORMITTAL WARREN,WARREN,TRUMBULL,OH,44481,324199,41.211242,-80.81682,ARCELORMITTAL USA LLC,NITRATE COMPOUNDS,5482,0,0,0,0,0,NITRATE COMPOUNDS,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
2012,CONTINENTAL CEMENT CO LLC,HANNIBAL,RALLS,MO,63401,327310,39.67913,-91.31424,SUMMIT MATERIALS LLC,BARIUM COMPOUNDS,13213,0,0,378,0,0,BARIUM COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES
2006,AIR PRODUCTS PERFORMANCE MANUFACTURING INC,MILTON,ROCK,WI,535630388,325613,42.781111,-88.968889,AIR PRODUCTS & CHEMICALS INC,DIETHANOLAMINE,6480,0,0,0,0,0,DIETHANOLAMINE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2007,ROLLS-ROYCE NAVAL MARINE INC,PASCAGOULA,JACKSON,MS,39581,331525,30.374889,-88.501694,ROLLS-ROYCE PLC,CHROMIUM,46966,0,0,0,0,0,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2007,BATESVILLE MANUFACTURING INC -DOLL PLANT,BATESVILLE,RIPLEY,IN,47006,339995,39.29343,-85.21,HILLENBRAND INC,COBALT,2702,0,0,0.38,0,0,COBALT,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES
2009,CABOT CORP PAMPA PLANT,PAMPA,GRAY,TX,790655001,325182,35.503891,-101.036942,CABOT CORP,HYDROGEN CYANIDE,11396,0,0,0,0,0,HYDROGEN CYANIDE,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES
2003,CARPENTER TECHNOLOGY CORP,READING,BERKS,PA,19601,331111,40.361105,-75.936838,CARPENTER TECHNOLOGY CORP,HYDROGEN FLUORIDE,52664,0,0,0,0,0,HYDROGEN FLUORIDE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES
